ASK_ID,Question,ShortAnswer,Answer,URL,Status,Topic,SubCategories,Audiences,RelatedQuestions,UpsellItems
1483,"A few days after my relative’s obituary appeared in the papers, I got a call from someone who said they were a debt collector and that my relative had owed money.  They are telling me I have to pay and asking me for my bank account information so they can withdraw the funds.  How do I know if this is a scam? What can I do?",,"Do not ever give your bank account information to someone who calls you on the phone. This could be a scam. You are not obligated to give the caller this information.Don't give any of your personal information, like your Social Security number, birth date, or financial account numbers to anyone unless you know whom you're dealing with. Some scammers may check obituaries and other legal notices, and then contact relatives of a deceased posing as debt collectors. These scam artists can use your personal information to help them commit identity theft or other types of fraud. You are not obligated to pay debts you do not owe. You may wish to consult with an attorney to find out about your rights.",/askcfpb/1483/few-days-after-my-relatives-obituary-appeared-papers-i-got-call-someone-who-said-they-were-debt-collector-and-my-relative-had-owed-money-they-are-telling-me-i-have-pay-and-asking-me-my-bank-account-information-so-they-can-withdraw-funds-how-do-i-know-if-s.html,APPROVED,Debt collection,Harassment about someone else's debt,,"<Question: 1477 Can I tell a debt collector to stop contacting me about the debts of my deceased relative?> | <Question: 1479 If I don't pay my deceased spouse's debts using my own funds, will it affect my credit?> | <Question: 1481 I already told a debt collector who called about my deceased relative to talk to the executor or administrator of the estate, but they keep calling me at all hours of the day and night and leaving threatening messages.  What can I do?>",Debt Collection Complaint
1485,I was an authorized user on my deceased relative’s credit card account.  Am I liable to repay the debt?,,"No, being an authorized user generally does not obligate you to pay the debt.  If a debt collector insists that you co-signed the account but you believe you did not, you may request that the collector provide evidence, such as a copy of a contract that you signed. Credit card issuers usually report authorized users’ status to the credit bureaus. So you may be able to satisfy the debt collector that you were just an authorized user by showing the collector the relevant portion of your credit report. You can obtain a free copy of your credit report once each year at each of the three nationwide credit bureaus at www.annualcreditreport.com, by calling 1-877-322-8228, or by mailing a request.",/askcfpb/1485/i-was-authorized-user-my-deceased-relatives-credit-card-account-am-i-liable-repay-debt.html,APPROVED,Debt collection,Harassment about someone else's debt,,"<Question: 1477 Can I tell a debt collector to stop contacting me about the debts of my deceased relative?> | <Question: 1479 If I don't pay my deceased spouse's debts using my own funds, will it affect my credit?> | <Question: 1481 I already told a debt collector who called about my deceased relative to talk to the executor or administrator of the estate, but they keep calling me at all hours of the day and night and leaving threatening messages.  What can I do?>",Debt Collection Complaint
1487,I am a few months behind in paying my credit card debt.  A debt collector called and said that if I didn’t pay off my credit card debt in full he would have me prosecuted under the Uniform Code of Military Justice (UCMJ).  Can he do this? ,,"A debt collector cannot prosecute you under the UCMJ - only the military can do that. However, servicemembers are expected to pay their just financial obligations in a proper and timely manner. Failure to pay a just obligation may result in disciplinary action under the UCMJ. Any debt collector who contacts you claiming you owe payment on a debt is required to give you a written notice that includes the amount owed and the name of the creditor, unless the debt collector gave you that information the first time you had contact. It is a generally good idea to get this written notice before you pay the debt collector.You may want to consult your local JAG attorney before making payments to a debt collector and to find out more about your rights.",/askcfpb/1487/i-am-few-months-behind-paying-my-credit-card-debt-debt-collector-called-and-said-if-i-didnt-pay-my-credit-card-debt-full-he-would-have-me-prosecuted-under-uniform-code-military-justice-ucmj-can-he-do.html,APPROVED,Debt collection,Harassment by a debt collector | Protections for servicemembers,Servicemembers,,Debt Collection Complaint
1489,Can a debt collector call my military supervisor or Commander if I am delinquent in paying my credit card or other debt?   ,,"Servicemembers have the same rights under the Fair Debt Collection Practices Act as civilian consumers do. A debt collector may contact your supervisor or Commander but only to find out where you live, what your phone number is, and where you work. A debt collector may not tell your supervisor or Commander that you owe a debt. Typically, they may only contact your supervisor or Commander once. Consult your local JAG attorney before making payments to a debt collector and to find out more about your rights.",/askcfpb/1489/can-debt-collector-call-my-military-supervisor-or-commander-if-i-am-delinquent-paying-my-credit-card-or-other-debt.html,APPROVED,Debt collection,Harassment by a debt collector | Protections for servicemembers,Servicemembers,<Question: 329 Are there laws that limit what debt collectors can say or do?> | <Question: 332 Can debt collectors tell other people about my debt?> | <Question: 1487 I am a few months behind in paying my credit card debt.  A debt collector called and said that if I didn?t pay off my credit card debt in full he would have me prosecuted under the Uniform Code of Military Justice (UCMJ).  Can he do this? >,Debt Collection Complaint
1491,"I'm getting called day and night by a debt collector who is threatening to call my military chain of command, too.  What can I do about this?",,"Servicemembers have the same rights under the Fair Debt Collection Practices Act as civilian consumers do. A debt collector may not use threats of violence or harm, use obscene or profane language, or repeatedly use the telephone to annoy you. A debt collector may contact you in person, by mail, telephone, telegram, or fax. However, a debt collector may not contact you at inconvenient times or places, such as before 8 a.m. or after 9 p.m., unless you agree to such times. A debt collector may not contact you at work if the debt collector knows that your employer does not allow you to accept personal calls at work.You should keep a log with the time and number of who called and what was said. If you tell a debt collector in writing to stop contacting you, generally the debt collector may not contact you again except to: Tell you there will be no further contactTell you that it or the creditor may take other specific actions it is legally allowed to take, such as filing a lawsuit against youWe have prepared sample letters that a consumer could use to respond to a debt collector who is trying to collect a debt along with tips on how to use them.  The sample letters may help you to get information, set ground rules about any further communication, or protect some of your rights.However, telling a debt collector to stop contacting you does not stop the debt collector or creditor from using other legal ways to collect the debt from you if you owe it, including a lawsuit against you. The creditor or the debt collector also may make a negative report to a Consumer Reporting Agency, affecting your credit report and credit score. (In some cases, the debt may be too old to affect your credit report or credit score.)A debt collector may contact your supervisor or Commander, but only to find out where you live, what your phone number is, and where you work. A debt collector may not contact your supervisor or Commander if it already has that information. A debt collector may not tell your supervisor or Commander that you owe a debt. Consult your local JAG attorney before making payments to a debt collector and to find out more about your rights.",/askcfpb/1491/im-getting-called-day-and-night-debt-collector-who-threatening-call-my-military-chain-command-too-what-can-i-do-about.html,APPROVED,Debt collection,Harassment by a debt collector | Protections for servicemembers,Servicemembers,<Question: 329 Are there laws that limit what debt collectors can say or do?> | <Question: 1487 I am a few months behind in paying my credit card debt.  A debt collector called and said that if I didn?t pay off my credit card debt in full he would have me prosecuted under the Uniform Code of Military Justice (UCMJ).  Can he do this? > | <Question: 1489 Can a debt collector call my military supervisor or Commander if I am delinquent in paying my credit card or other debt?   >,Debt Collection Complaint
1493,A debt collector has told me it is going to have my security clearance revoked because of being delinquent on my credit card bill.  Can they do that?,,"The debt collector cannot influence the security manager about granting or extending your clearance.  A bad debt on your credit report can, however, lower your credit score, which may be considered when your security clearance is up for review. Servicemembers are expected to pay their just financial obligations in a proper and timely manner. Failure to pay a just obligation may result in disciplinary action under the UCMJ.Consult your local JAG attorney before making payments to a debt collector and to find out more about your rights.",/askcfpb/1493/debt-collector-has-told-me-it-going-have-my-security-clearance-revoked-because-being-delinquent-my-credit-card-bill-can-they-do.html,APPROVED,Debt collection,Harassment by a debt collector | Protections for servicemembers,Servicemembers,"<Question: 1487 I am a few months behind in paying my credit card debt.  A debt collector called and said that if I didn?t pay off my credit card debt in full he would have me prosecuted under the Uniform Code of Military Justice (UCMJ).  Can he do this? > | <Question: 1489 Can a debt collector call my military supervisor or Commander if I am delinquent in paying my credit card or other debt?   > | <Question: 1491 I'm getting called day and night by a debt collector who is threatening to call my military chain of command, too.  What can I do about this?>",Debt Collection Complaint
1495,I'm a servicemember and I'm being harassed by a debt collector about a debt that I do not think I owe. What are my rights and where can I get help?,"Depending on your situation, there are different ways to respond appropriately to debt collectors. We have sample letters you can use if you're experiencing common problems.","If you're a veteran or an active duty member of the Army, Navy, Air Force, Marines, or Coast Gard, you have the same rights under the Fair Debt Collection Practices Act that civilians do.The Fair Debt Collection Practices Act (FDCPA) says debt collectors can't harass, oppress, or abuse you or anyone else they contact. Some examples of harassment are:Repetitious phone calls that are intended to annoy, abuse, or harass you or any person answering the phone Obscene or profane language Threats of violence or harm Publishing lists of people who refuse to pay their debts (this does not include reporting information to a credit reporting company) Calling you without telling you who they are Tip:If you're having trouble with debt collection, you can submit a complaint with the CFPB online or by calling (855) 411-CFPB (2372). You can also report any problems to your state's attorney general.You can also sue the debt collector for violations of the FDCPA.  If you sue under the FDCPA and win, the debt collector must generally pay your attorney’s fees and may also have to pay you damages. Tip: Consult your local JAG attorney before making payments to a debt collector and to find out more about your rights. Any debt collector who contacts you claiming you owe payment on a debt is required by law to tell you certain information about the debt. That information includes: The name of the creditor The amount owed How you can dispute the debt or seek verification of the debtIf it doesn't provide that information in the initial contact with you, the debt collector is required to send you a written notice including that information within five days of first contacting you. Tip:If you have questions about the information provided to you by a debt collector, request formal verification of the debt in writing.You can dispute the debt or ask for more information if you're unsure you owe money to a creditor, or how much you might owe. Tip:The CFPB has prepared sample letters that you can use to respond to a debt collector who is trying to collect a debt along with tips on how to use them.  The sample letters may help you to get information, set ground rules about any further communication, or protect some of your rights. If you dispute a debt (or part of a debt) in writing within 30 days of when you receive the required information from the debt collector, the debt collector can't call or contact you until after your dispute has been investigated and the debt collector has provided proof of the debt in writing to you. You can also request that the creditor give you the name and address of the original creditor. If you make that request in writing within 30 days, the debt collector has to stop all debt collection activities until they provide you that information.",/askcfpb/1495/im-servicemember-and-im-being-harassed-debt-collector-about-debt-i-do-not-think-i-owe-away-what-are-my-rights-and-where-can-i-get-help.html,APPROVED,Debt collection,Disputing a debt in collection | Harassment by a debt collector | Protections for servicemembers,Servicemembers,<Question: 329 Are there laws that limit what debt collectors can say or do?> | <Question: 1695 I?ve been contacted by a debt collector. How do I reply?>,Debt Collection Complaint
1497,My parent got a notice from a debt collector to pay a debt that I took out after joining the military.  It’s already been paid in full and it was in my name only.  Where can I get help to stop them from harassing my family?,,"You and your family have rights under the Fair Debt Collection Practice Act. You can stop all contact from the debt collector by writing a letter to the debt collector telling them to stop. Once a debt collector receives your letter, it may not contact you again except to: Tell you there will be no further contactTell you that it or the creditor may take other specific actions it is legally allowed to take, such as filing a lawsuit against youWe have prepared sample letters that a consumer could use to respond to a debt collector who is trying to collect a debt along with tips on how to use them.  The sample letters may help you to get information, set ground rules about any further communication, or protect some of your rights.As far as their contacting your parent or other family members, a debt collector may contact a third person like your mother or father, but unless you are a minor, only to find out where you live, what your phone number is, and where you work. Unless you are a minor, a debt collector may not tell this person that you owe a debt, and typically can only contact them once. The Fair Debt Collection Practices Act (FDCPA) says debt collectors may not harass, oppress, or abuse you or any other people they contact. Some examples of harassment are:Repetitious phone calls that are intended to annoy, abuse, or harass you or any person answering the phone Obscene or profane language Threats of violence or harm Publishing lists of people who refuse to pay their debts (this does not include reporting information to a credit reporting company) Calling you without telling you who they areIf you believe a debt collector is harassing you, contact the CFPB, the FTC, or your state's attorney general. You can also sue the debt collector for violations of the FDCPA. If you sue under the FDCPA and win, the debt collector must generally pay your attorney’s fees and may also have to pay you damages. Consult your local JAG attorney before making payments to a debt collector and to find out more about your rights.",/askcfpb/1497/my-parent-got-notice-debt-collector-pay-debt-i-took-out-after-joining-military-its-already-been-paid-full-and-it-was-my-name-only-where-can-i-get-help-stop-them-harassing-my-family.html,APPROVED,Debt collection,Harassment by a debt collector | Protections for servicemembers,Servicemembers,<Question: 329 Are there laws that limit what debt collectors can say or do?> | <Question: 1487 I am a few months behind in paying my credit card debt.  A debt collector called and said that if I didn?t pay off my credit card debt in full he would have me prosecuted under the Uniform Code of Military Justice (UCMJ).  Can he do this? > | <Question: 1489 Can a debt collector call my military supervisor or Commander if I am delinquent in paying my credit card or other debt?   >,Debt Collection Complaint
1499,I'm a servicemember and I’m being sued by a debt collector. What can I do if I can’t make it to court to defend myself or a default judgment is awarded to the debt collector because I didn’t show up to court? ,,You may have certain legal protections as a servicemember being sued for a consumer debt. You should immediately contact your local JAG attorney or legal assistance office if you are notified of a lawsuit.,/askcfpb/1499/73-im-servicemember-and-im-being-sued-debt-collector-what-can-i-do-if-i-cant-make-it-court-defend-myself-or-default-judgment-awarded-debt-collector-because-i-didnt-show-court.html,APPROVED,Debt collection,Lawsuit or garnishment by a debt collector | Protections for servicemembers,Servicemembers,"<Question: 1487 I am a few months behind in paying my credit card debt.  A debt collector called and said that if I didn?t pay off my credit card debt in full he would have me prosecuted under the Uniform Code of Military Justice (UCMJ).  Can he do this? > | <Question: 1489 Can a debt collector call my military supervisor or Commander if I am delinquent in paying my credit card or other debt?   > | <Question: 1491 I'm getting called day and night by a debt collector who is threatening to call my military chain of command, too.  What can I do about this?>",Debt Collection Complaint
1501,How can I reduce my student loan interest rate under the Servicemembers Civil Relief Act (SCRA)?,,"If you are currently serving on active duty, you are eligible to have your interest rate lowered to 6% on all student loans taken out prior to your active duty military service. This benefit applies to both your federal and non-federal (private) student loans and is available for all active duty servicemembers, regardless of where you serve.To obtain an interest rate reduction under the Servicemembers Civil Relief Act (SCRA), contact your servicer and ask about this option directly. You will need to send a written request to your servicer, and will also need to provide your servicer with a copy of your orders calling you on to active duty. You can submit your request anytime during your active duty service and up to 180 days after leaving service.Contact your Judge Advocate General for assistance. A JAG can help you properly word your request and make sure you meet the technical requirements set forth in the Act. To find the JAG attorney nearest to you, use the Armed Forces Legal Assistance Locator.",/askcfpb/1501/how-can-i-reduce-my-student-loan-interest-rate-under-servicemembers-civil-relief-act-scra.html,APPROVED,Student loans,Repaying a student loan | Protections and benefits for servicemembers,Servicemembers | Students,"<Question: 681 My Tuition Assistance benefits won't cover the entire cost of my education.  Can I use my GI Bill benefits while on active duty?> | <Question: 683 How can I use my Post 9/11 GI Bill benefits to pay for my spouse's or my child's college expenses?> | <Question: 685 If I have used all of my months of benefits under the Montgomery GI Bill (MGIB), am I still eligible for benefits under the Post-9/11 GI Bill?>",Student Loan Complaint
1505,I sent money to another country and I received a receipt that said I should call the CFPB or visit its website if I had a question or complaint. I have a question or complaint. Can you help me?,"If you have a question or complaint, you may contact the company that sent your transfer. You may also submit a complaint with the CFPB online or by calling (855) 411-CFPB (2372).","You can also submit a complaint with your state regulator, whose contact information, as well as the company’s information, may be listed on your receipt.",/askcfpb/1505/1-i-sent-money-another-country-and-i-received-receipt-said-i-should-call-cfpb-or-visit-its-website-if-i-had-question-or-complaint-i-have-question-or-complaint-can-you-help-me.html,APPROVED,Money transfers,Sending money abroad | Issues with money transfers,,"<Question: 1167 I am having problems with domestic or international wire transfers, remittances, or international money transfers. What can I do? > | <Question: 1169 I heard that companies that send money abroad are now required to tell me the exchange rate and the fees when I send money abroad. The company that I used did not tell me this information. What can I do?> | <Question: 1507 What are the new federal protections for consumers who send money internationally? >",General Submit a Complaint
1507,What are the new federal protections for consumers who send money internationally? ,The new protections for consumers sending money internationally generally require companies to give disclosures to consumers before they pay for the remittance transfers. In addition there are other important protections to be aware of including a right to cancel a transfer.,"Summary The Consumer Financial Protection Bureau has issued rules to protect consumers who send money electronically to foreign countries. These transactions are called “remittance transfers.” The new rules take effect on October 28, 2013.  More details on the rule are available at our regulations page.  BackgroundA “remittance transfer” is an electronic transfer of money from a consumer in the United States to a person or business in a foreign country. It can include transfers from retail “money transmitters” as well as banks and credit unions that transfer funds through wire transfers, automated clearing house (ACH) transactions, or other methods.Consumers in the United States send billions of dollars in remittance transfers each year. Up to now, federal consumer protection rules have not applied to most of these transfers. The Dodd-Frank Wall Street Reform and Consumer Protection Act changed that by establishing new standards with respect to remittance transfer and authorizing the Bureau to issue implementing regulations.   Disclosures The rules generally require companies to give disclosures to consumers before they pay for the remittance transfers. The disclosures must contain: The exchange rate. Fees and taxes collected by the companies. Fees charged by the companies’ agents abroad and intermediary institutions.The amount of money expected to be delivered abroad, not including certain fees charged to the recipient or foreign taxes.If appropriate, a disclaimer that additional fees and foreign taxes may apply. Companies must also generally provide a receipt that matches any amounts given in the first disclosure. The receipt also will include information about: When the money will be available at its destination. The consumer’s right to cancel the transfer. What to do in case of an error. How to submit complaints.In most cases, companies must generally either provide this receipt when the consumer pays, or provide all of the required information in a single disclosure before payment is made and a proof of payment afterward.  Companies must provide the disclosures in English. Sometimes companies must also provide the disclosures in other languages. Other protections The rules also generally require that: Consumers get 30 minutes (and sometimes more) to cancel a transfer. Consumers can get their money back if they cancel.Companies must investigate if a consumer reports a problem with a transfer. For certain errors, consumers can generally get a refund or have the transfer sent again free of charge if the money did not arrive as promised. Companies that provide remittance transfers are responsible for mistakes made by certain people who work for them The rules also contain specific provisions applicable to transfers that consumers schedule in advance and for transfers that are scheduled to recur on a regular basis. Coverage The rules apply to most remittance transfers if they are: More than $15 Made by a consumer in the United States Sent to a person or company in a foreign countryThis includes many types of transfers, including wire transfers.The rules apply to many companies that offer remittance transfers, including: Banks Thrifts Credit unions Money transmitters Broker-dealersHowever, the rules do not apply to companies that consistently provide 100 or fewer remittance transfers each year.",/askcfpb/1507/what-are-new-federal-protections-consumers-who-send-money-internationally.html,APPROVED,Money transfers,Sending money abroad,,"<Question: 1167 I am having problems with domestic or international wire transfers, remittances, or international money transfers. What can I do? > | <Question: 1169 I heard that companies that send money abroad are now required to tell me the exchange rate and the fees when I send money abroad. The company that I used did not tell me this information. What can I do?> | <Question: 1505 I sent money to another country and I received a receipt that said I should call the CFPB or visit its website if I had a question or complaint. I have a question or complaint. Can you help me?>",General Submit a Complaint
1509,What should I do if I have a reverse mortgage and I can’t pay my property taxes or insurance?,,"If you stop paying taxes and insurance, your reverse mortgage lender could file a foreclosure to take your home. It’s important to keep current with these payments if you can afford to do so. Learn more about what to do if you’re already behind on your tax or insurance payments.If you are struggling to afford your taxes and insurance, there might be local programs or other options that can help you keep your home. A reverse mortgage foreclosure prevention counselor can help you make the best choice for your situation. This special type of counseling is free. Tip: To find a counselor, call one of the following agencies and ask for HECM foreclosure prevention counseling: National Council on the Aging: (800) 510-0301 CredAbility: (888) 395-2664 Money Management International: (866) 765-3328 National Foundation for Credit Counseling: (866) 363-2227 NeighborWorks America: (888) 990-4326",/askcfpb/1509/what-should-i-do-if-i-have-reverse-mortgage-and-i-cant-pay-my-property-taxes-or-insurance.html,APPROVED,Mortgages,Reverse mortgages,,<Question: 224 What is a reverse mortgage?> | <Question: 226 Are there different types of reverse mortgages?> | <Question: 1211 Do all reverse mortgage lenders offer the same products?>,Mortgage Complaint
1511,"What should I do if I have a reverse mortgage and I received a notice that I am “delinquent,” “in default,” or behind on my property taxes and insurance?",,"Act quickly. If you delay, or ignore the notice, you could eventually be forced to leave your home.Keeping current on your property taxes and homeowners insurance is a condition of your reverse mortgage. If you get behind, you are considered “in default” on your reverse mortgage. Default means that you are not meeting the requirements you agreed to when you took out the loan. Unless you take steps to “cure,” or fix your default, your loan could get foreclosed on and you could be evicted.If you can afford to pay your taxes or insurance, do it right away. Find out where to send your payment. You may need to submit your payment to your reverse mortgage company or directly to the tax authority or insurance company. Tip: Call your reverse mortgage company to find out where you should make a payment. If you have a problem, you can submit a complaint with the CFPB online or by calling (855) 411-CFPB (2372).If you can’t afford to pay your taxes and/or insurance, you should see a reverse mortgage foreclosure prevention counselor. This special type of counseling is free. It could help you make the best choice for you. Tip: To find a specialist counselor, call one of the five national counseling agencies and ask for HECM foreclosure prevention counseling: CredAbility: (888) 395-2664 Money Management International: (866) 765-3328 National Council on the Aging: (800) 510-0301 National Foundation for Credit Counseling: (866) 363-2227 NeighborWorks America: (888) 990-4326",/askcfpb/1511/what-should-i-do-if-i-have-reverse-mortgage-and-i-received-notice-i-am-delinquent-default-or-behind-my-property-taxes-and-insurance.html,APPROVED,Mortgages,Reverse mortgages,,<Question: 230 What should I discuss with a housing counselor to make sure I fully understand what getting a reverse mortgage will mean for me?> | <Question: 235 Do I still need to pay my property taxes and home insurance with a reverse mortgage loan?> | <Question: 1509 What should I do if I have a reverse mortgage and I can?t pay my property taxes or insurance?>,Mortgage Complaint
1513,"If I have been affected by a natural disaster, what should I do in the days immediately following it?",,"The checklist below will help guide you through some of the financial decisions you will need to make as soon as possible following a natural disaster:If your home, car or property was damaged by the storm, contact your insurance company to start the claims process. Ask for a copy of your insurance policy if you don’t have one available. It will help you verify your coverage. Damage to your home does not stop your responsibility to pay your mortgage. So you should contact your mortgage servicer and tell them about your situation.If you don’t have a monthly mortgage statement or coupon book with you, search the Mortgage Electronic Registration Systems (MERS) or call them toll-free at (888) 679-6377 to find the company that services your mortgage. Take a look at your income and savings and determine how much money you have available to pay bills and creditors.If your income is interrupted and you don’t think you will be able to pay your credit cards or other loans, be sure to contact your lenders as soon as possible. Explain your situation and when you think you will be able to resume normal payments. The important thing is to make the calls before your next payments are due.If you are in a presidentially declared disaster area, you may qualify for disaster assistance. Check with the Federal Emergency Management Agency (FEMA) for more information.If your home is damaged to the point that you can’t live in it, contact your utility companies and ask to suspend your service. This could help free up money in your budget for other expenses.Take a look at your bills and set priorities. Your mortgage, rent, and insurance payments should stay high on your list.",/askcfpb/1513/if-i-have-been-affected-natural-disaster-what-should-i-do-days-immediately-following-it.html,APPROVED,Mortgages,Maintaining a mortgage | Other mortgage questions,,"<Question: 1515 If I have been affected by a natural disaster, what should I do in the weeks following it, as I rebuild?> | <Question: 1519 What kind of assistance can I get after a natural disaster?> | <Question: 1521 What should I do if my house is destroyed in a natural disaster?>",Mortgage Complaint
1515,"If I have been affected by a natural disaster, what should I do in the weeks following it, as I rebuild?",,"The checklist below will help guide you through some of the financial decisions you will need to make as you rebuild following a natural disaster: Be careful if you choose to hire a public adjuster to help with your insurance claim. Be sure the adjuster is licensed to do business in your state. Also watch out for these red flags: Big upfront fees. Don’t pay a lot before you know if the adjuster is going to help you.  Many states put a limit on fees. References to contractors who can help. Dishonest adjusters will sometimes work with contractors that give them kickbacks. False or inflated claims. This is fraud against the insurance company. Asks for a suspicious amount of personal information. Some con artists may pose as adjusters to steal your personal information.Get bids from several local, established contractors. And avoid contractors who: Are working door to door Come from out of stateDon’t provide an address and phone number, or refuse to show identificationAsk if the contractor has the required licenses, and get license numbers. Check with your state licensing agency’s website or hotline to make sure the licenses are valid.Ask the licensing agencies if the contractor has a history of complaints.",/askcfpb/1515/if-i-have-been-affected-natural-disaster-what-should-i-do-weeks-following-it-i-rebuild.html,APPROVED,Mortgages,Maintaining a mortgage | Other mortgage questions,,"<Question: 1513 If I have been affected by a natural disaster, what should I do in the days immediately following it?> | <Question: 1517 What should I know about using contractors to rebuild after a disaster?> | <Question: 1521 What should I do if my house is destroyed in a natural disaster?>",Mortgage Complaint
1517,What should I know about using contractors to rebuild after a disaster?,,"Here are some tips when considering contractors to help fix or rebuild your home:Get bids from several local, established contractors.Avoid contractors who are working door to door, come from out of state, don’t provide an address and phone number, or refuse to show identification. Ask if the contractor has the required licenses. Ask for the license number and use your state licensing agency’s website or hotline to make sure it’s valid. Check with licensing agencies to see if the contractor has a history of complaints. Never pay in advance. Never pay in cash.Never provide personal financial information, such as your checking account credit card or debit card numbers.  You might be told this will “speed up payment” to start the repair process. Don’t believe it.If you have to borrow to pay for repairs, don’t let the contractor steer you toward a particular lender. Never sign anything before carefully reading it.The Coalition Against Insurance Fraud has more information on avoiding adjuster and contractor scams.",/askcfpb/1517/what-should-i-know-about-using-contractors-rebuild-after-disaster.html,APPROVED,Mortgages,Other mortgage questions,,<Question: 1517 What should I know about using contractors to rebuild after a disaster?> | <Question: 1521 What should I do if my house is destroyed in a natural disaster?> | <Question: 1529 How do I recognize and prevent against fraud after a natural disaster?>,Mortgage Complaint
1519,What kind of assistance can I get after a natural disaster?,,"Relief organizations like the Red Cross can help you with your immediate needs in a disaster. Local organizations will establish shelters, provide vouchers for meals, clothing and a limited amount of personal goods. If you are in a presidentially declared disaster area, the Federal Emergency Management Agency (FEMA) will help you find disaster assistance.",/askcfpb/1519/what-kind-assistance-can-i-get-after-natural-disaster.html,APPROVED,Mortgages,Places to seek help | Other mortgage questions,,"<Question: 1515 If I have been affected by a natural disaster, what should I do in the weeks following it, as I rebuild?> | <Question: 1517 What should I know about using contractors to rebuild after a disaster?> | <Question: 1521 What should I do if my house is destroyed in a natural disaster?>",Mortgage Complaint
1521,What should I do if my house is destroyed in a natural disaster?,,"Contact your insurance company as soon as possible to start the claims process. Also be sure to ask for a copy of your policy if you don’t have one available. This will help you verify your coverage. Tip:  Take pictures of the damage.Your next call should be to your mortgage servicer, if you own your home. Damage to your home does not stop your responsibility to pay your mortgage. Tell your servicer about your situation and take careful notes during the conversation. There may be a number of options available that could help you put off or reduce your mortgage payments. Tip:If you don’t have a monthly mortgage statement or coupon book with you, search the Mortgage Electronic Registration Systems (MERS) or call them toll-free at (888) 679-6377 to find the company that services your mortgage. Tip: You can use the CFPB's ""Find a Counselor"" tool to get a list of U.S. Department of Housing and Urban Development (HUD)-approved counseling agencies in your area. You can also call the CFPB at (855) 411-CFPB (2372) to be connected to a HUD-approved housing counselor.",/askcfpb/1521/what-should-i-do-if-my-house-destroyed-natural-disaster.html,APPROVED,Mortgages,Other mortgage questions,,<Question: 1517 What should I know about using contractors to rebuild after a disaster?> | <Question: 1519 What kind of assistance can I get after a natural disaster?> | <Question: 1523 What should I consider when dealing with an insurance adjuster?>,Owning a Home
1523,What should I consider when dealing with an insurance adjuster?,,"Once your insurance claim is received, the insurance company may send out an adjuster to look at the property damage and help you through the claims process. In many states you can also hire public adjusters. A public adjuster represents you as the claimant, but will charge you a percentage of your settlement. Be careful if you choose to hire a public adjuster. Be sure the adjuster is licensed to do business in your state. Avoid adjusters who come from out of state or who knock on your door looking for business. Other warning signs to watch for are: Adjusters who charge big upfront fees. Don’t pay a lot before you know if the adjuster is going to help you.  Many states put a limit on fees. The adjuster refers you to a contractor. Dishonest adjusters will sometimes work with contractors that give them kickbacks. Avoid any adjuster or advisor who asks you to make a false or inflated claim. This is fraud against the insurance company.Avoid hiring a public adjuster who asks you for a suspicious amount of personal information. Some con artists may pose as adjusters to steal your personal information.",/askcfpb/1523/what-should-i-consider-when-dealing-insurance-adjuster.html,APPROVED,Mortgages,Other mortgage questions,,<Question: 1521 What should I do if my house is destroyed in a natural disaster?> | <Question: 1525 What should I do when I receive a home insurance settlement?> | <Question: 1527 What if I can't pay my credit card bills and loans after a natural disaster? >,Mortgage Complaint
1525,What should I do when I receive a home insurance settlement?,,"When your settlement is paid, the check will probably be made out to both you and your mortgage servicer. Most mortgage agreements require this. Your insurance settlement is to rebuild your home. So the amount may be more or less than what you owe on your loan.Keep in mind that the market value of your home may not match the insured replacement value. That’s because, in some locations, the materials and labor that go into rebuilding your home may be less than the overall value of your property – its location, desirability and other things that go into housing prices. There are also special laws in various states addressing what happens if your home was insured for less than its replacement value. Your state Department of Insurance or Insurance Commissioner may have useful information. You may also need the advice of a lawyer if your claim is large.Typically, your mortgage servicer will release a portion of the settlement money before work begins so you can hire a contractor. When the work is halfway finished, the servicer will typically release more money. The rest will be released once the job is finished and the home passes inspection.",/askcfpb/1525/what-should-i-do-when-i-receive-home-insurance-settlement.html,APPROVED,Mortgages,Other mortgage questions,,<Question: 1517 What should I know about using contractors to rebuild after a disaster?> | <Question: 1519 What kind of assistance can I get after a natural disaster?> | <Question: 1521 What should I do if my house is destroyed in a natural disaster?>,Mortgage Complaint
1527,What if I can't pay my credit card bills and loans after a natural disaster? ,,"You may have lost your job because of a disaster, or had your income interrupted. If you don’t think you will be able to pay your credit cards or other loans, be sure to contact your lenders as soon as possible. Explain your situation and when you think you will be able to resume normal payments. Most creditors will try to find a way to work with you. The important thing is to make the call before your next payments are due. Late or missing payments could damage your credit score at a time when you need access to credit most.If your home is so damaged that you can’t live in it, you’ll also want to contact your utility companies and ask to suspend your service. This could help free up money in your budget for other expenses.Take a look at your other bills and set priorities. Your mortgage, rent and insurance payments should stay high on your list.Next, take a look at your income and savings and determine how much you have available. If you don’t have an emergency savings account, consider starting one as soon as you can. If you are unable to work because of the disaster, federal or state benefits may also be available to you.",/askcfpb/1527/what-if-i-cant-pay-my-credit-card-bills-and-loans-after-natural-disaster.html,APPROVED,Credit cards,Paying a credit card bill | Credit card billing problems,,"<Question: 1513 If I have been affected by a natural disaster, what should I do in the days immediately following it?> | <Question: 1515 If I have been affected by a natural disaster, what should I do in the weeks following it, as I rebuild?> | <Question: 1529 How do I recognize and prevent against fraud after a natural disaster?>",Credit Card Complaint
